text,emotion_names,emotions_emojis,true_explanations
Waqt guzarta gaya aur purani diary mili ki wajah se jazbaat mein aana badhti gayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
"Aaj mein interview cancel hogaya, is liye mein bechaini mehsoos kar raha hoon. Aaj mein mehnat ki hai, is liye mein umeed mehsoos kar raha hoon.","['bechaini', 'umeed']","bechaini 😟, umeed 🌈","{'bechaini': 'kyunke interview cancel hogaya', 'umeed': 'kyunke mehnat ki hai'}"
dost achanak mil gaya ke baad mera dil hairani se bhar gaya. kisi ne bura kaha ke baad mera dil gham se bhar gaya.,"['hairani', 'gham']","hairani 😮, gham 😢","{'hairani': 'kyunke dost achanak mil gaya', 'gham': 'kyunke kisi ne bura kaha'}"
"Jab se unexpected call aaya, mein ghabrahat mehsoos kar raha hoon. Pehli baar woh har baat samajh leti hai aur uss lamhe mein mujhe mohabbat mehsoos hui.","['ghabrahat', 'mohabbat']","ghabrahat 😰, mohabbat ❤️","{'ghabrahat': 'kyunke unexpected call aaya', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
"udaasi ka sabab yeh tha ke kisi ne ignore kiya. Aaj mein mehnat ki hai, is liye mein umeed mehsoos kar raha hoon.","['udaasi', 'umeed']","udaasi 😞, umeed 🌈","{'udaasi': 'kyunke kisi ne ignore kiya', 'umeed': 'kyunke mehnat ki hai'}"
kisi ne jhoot bola ke baad mera dil gussa se bhar gaya. khushi ka sabab yeh tha ke mein ne apna goal achieve kiya.,"['gussa', 'khushi']","gussa 😠, khushi 😊","{'gussa': 'kyunke kisi ne jhoot bola', 'khushi': 'kyunke mein ne apna goal achieve kiya'}"
"Kal emotional gana suna tha, aur mujhe jazbaat mein aana ka ehsaas hua.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke emotional gana suna'}
udaasi ka sabab yeh tha ke akela mehsoos kar raha hoon.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke akela mehsoos kar raha hoon'}
"Mein kisi ne dil se baat ki ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui. Aaj mein pet mar gaya, is liye mein gham mehsoos kar raha hoon.","['jazbaat mein aana', 'gham']","jazbaat mein aana 🥺, gham 😢","{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki', 'gham': 'kyunke pet mar gaya'}"
"Kal naye logon se milna tha tha, aur mujhe ghabrahat ka ehsaas hua.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke naye logon se milna tha'}
"udaasi tab mehsoos hui jab ghar ki yaad aayi. Kal mera phone kho gaya tha, aur mujhe gham ka ehsaas hua.","['udaasi', 'gham']","udaasi 😞, gham 😢","{'udaasi': 'kyunke ghar ki yaad aayi', 'gham': 'kyunke mera phone kho gaya'}"
"Mujhe lagta hai ke network baar baar ja raha tha, aur is wajah se gussa ho rahi hai.",['gussa'],gussa 😠,{'gussa': 'kyunke network baar baar ja raha tha'}
Waqt guzarta gaya aur purani diary mili ki wajah se jazbaat mein aana badhti gayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
"Jab se kisi ne ignore kiya, mein udaasi mehsoos kar raha hoon. dost achanak mil gaya ke baad mera dil hairani se bhar gaya.","['udaasi', 'hairani']","udaasi 😞, hairani 😮","{'udaasi': 'kyunke kisi ne ignore kiya', 'hairani': 'kyunke dost achanak mil gaya'}"
"Jab se kisi ne baat ka bura manaya, mein gussa mehsoos kar raha hoon. Kal mujhe promotion mil gaya tha, aur mujhe khushi ka ehsaas hua.","['gussa', 'khushi']","gussa 😠, khushi 😊","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'khushi': 'kyunke mujhe promotion mil gaya'}"
kisi ne bura kaha ke baad mera dil gham se bhar gaya. dil uski taraf khinchta hai ke baad mera dil mohabbat se bhar gaya.,"['gham', 'mohabbat']","gham 😢, mohabbat ❤️","{'gham': 'kyunke kisi ne bura kaha', 'mohabbat': 'kyunke dil uski taraf khinchta hai'}"
"Aaj mein kisi ka reply nahi aaya, is liye mein bechaini mehsoos kar raha hoon. Kal meri dost se mulaqat hui tha, aur mujhe khushi ka ehsaas hua.","['bechaini', 'khushi']","bechaini 😟, khushi 😊","{'bechaini': 'kyunke kisi ka reply nahi aaya', 'khushi': 'kyunke meri dost se mulaqat hui'}"
"Kal woh har baat samajh leti hai tha, aur mujhe mohabbat ka ehsaas hua.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh har baat samajh leti hai'}
Waqt guzarta gaya aur mera naam announce hua ki wajah se hairani badhti gayi.,['hairani'],hairani 😮,{'hairani': 'kyunke mera naam announce hua'}
"gham ka sabab yeh tha ke kisi ne bura kaha. Aaj mein kisi ne dil se baat ki, is liye mein jazbaat mein aana mehsoos kar raha hoon.","['gham', 'jazbaat mein aana']","gham 😢, jazbaat mein aana 🥺","{'gham': 'kyunke kisi ne bura kaha', 'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}"
"Aaj mein unexpected call aaya, is liye mein ghabrahat mehsoos kar raha hoon. interview cancel hogaya ke baad mera dil bechaini se bhar gaya.","['ghabrahat', 'bechaini']","ghabrahat 😰, bechaini 😟","{'ghabrahat': 'kyunke unexpected call aaya', 'bechaini': 'kyunke interview cancel hogaya'}"
Waqt guzarta gaya aur dost achanak mil gaya ki wajah se hairani badhti gayi.,['hairani'],hairani 😮,{'hairani': 'kyunke dost achanak mil gaya'}
"gussa tab mehsoos hui jab kisi ne jhoot bola. Kal raat bhar kuch ajeeb sapne aaye tha, aur mujhe bechaini ka ehsaas hua.","['gussa', 'bechaini']","gussa 😠, bechaini 😟","{'gussa': 'kyunke kisi ne jhoot bola', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
"Mein mera result acha aaya ke baare mein soch raha tha, is liye khushi mehsoos hui. Waqt guzarta gaya aur dil uski taraf khinchta hai ki wajah se mohabbat badhti gayi.","['khushi', 'mohabbat']","khushi 😊, mohabbat ❤️","{'khushi': 'kyunke mera result acha aaya', 'mohabbat': 'kyunke dil uski taraf khinchta hai'}"
Pehli baar kisi ne baat ka bura manaya aur uss lamhe mein mujhe gussa mehsoos hui.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne baat ka bura manaya'}
"Mein dil uski taraf khinchta hai ke baare mein soch raha tha, is liye mohabbat mehsoos hui.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke dil uski taraf khinchta hai'}
"Mein mein ne apna goal achieve kiya ke baare mein soch raha tha, is liye khushi mehsoos hui. Mujhe lagta hai ke unexpected result aaya, aur is wajah se hairani ho rahi hai.","['khushi', 'hairani']","khushi 😊, hairani 😮","{'khushi': 'kyunke mein ne apna goal achieve kiya', 'hairani': 'kyunke unexpected result aaya'}"
Waqt guzarta gaya aur network baar baar ja raha tha ki wajah se gussa badhti gayi. udaasi tab mehsoos hui jab dost ne baat karna chhor diya.,"['gussa', 'udaasi']","gussa 😠, udaasi 😞","{'gussa': 'kyunke network baar baar ja raha tha', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
khushi tab mehsoos hui jab mein ne apna goal achieve kiya.,['khushi'],khushi 😊,{'khushi': 'kyunke mein ne apna goal achieve kiya'}
"Pehli baar pet mar gaya aur uss lamhe mein mujhe gham mehsoos hui. Aaj mein sab theek hojayega, is liye mein umeed mehsoos kar raha hoon.","['gham', 'umeed']","gham 😢, umeed 🌈","{'gham': 'kyunke pet mar gaya', 'umeed': 'kyunke sab theek hojayega'}"
Waqt guzarta gaya aur mera result acha aaya ki wajah se khushi badhti gayi.,['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
"Pehli baar akela mehsoos kar raha hoon aur uss lamhe mein mujhe udaasi mehsoos hui. Aaj mein uski aankhon mein kuch baat thi, is liye mein mohabbat mehsoos kar raha hoon.","['udaasi', 'mohabbat']","udaasi 😞, mohabbat ❤️","{'udaasi': 'kyunke akela mehsoos kar raha hoon', 'mohabbat': 'kyunke uski aankhon mein kuch baat thi'}"
"Jab se kisi ka reply nahi aaya, mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
dost ne baat karna chhor diya ke baad mera dil udaasi se bhar gaya.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
woh har baat samajh leti hai ke baad mera dil mohabbat se bhar gaya. Waqt guzarta gaya aur kisi ne jhoot bola ki wajah se gussa badhti gayi.,"['mohabbat', 'gussa']","mohabbat ❤️, gussa 😠","{'mohabbat': 'kyunke woh har baat samajh leti hai', 'gussa': 'kyunke kisi ne jhoot bola'}"
"Mein koi baar baar tang kar raha tha ke baare mein soch raha tha, is liye gussa mehsoos hui. mujhe promotion mil gaya ke baad mera dil khushi se bhar gaya.","['gussa', 'khushi']","gussa 😠, khushi 😊","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'khushi': 'kyunke mujhe promotion mil gaya'}"
"Jab se ghar ki yaad aayi, mein udaasi mehsoos kar raha hoon. umeed ka sabab yeh tha ke mehnat ki hai.","['udaasi', 'umeed']","udaasi 😞, umeed 🌈","{'udaasi': 'kyunke ghar ki yaad aayi', 'umeed': 'kyunke mehnat ki hai'}"
"Jab se pet mar gaya, mein gham mehsoos kar raha hoon.",['gham'],gham 😢,{'gham': 'kyunke pet mar gaya'}
"Waqt guzarta gaya aur interview cancel hogaya ki wajah se bechaini badhti gayi. Mein pet mar gaya ke baare mein soch raha tha, is liye gham mehsoos hui.","['bechaini', 'gham']","bechaini 😟, gham 😢","{'bechaini': 'kyunke interview cancel hogaya', 'gham': 'kyunke pet mar gaya'}"
Pehli baar woh muskurayi aur uss lamhe mein mujhe mohabbat mehsoos hui.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh muskurayi'}
"umeed tab mehsoos hui jab support system strong hai. Mujhe lagta hai ke dost ne baat karna chhor diya, aur is wajah se udaasi ho rahi hai.","['umeed', 'udaasi']","umeed 🌈, udaasi 😞","{'umeed': 'kyunke support system strong hai', 'udaasi': 'kyunke dost ne baat karna chhor diya'}"
"Aaj mein unexpected result aaya, is liye mein hairani mehsoos kar raha hoon. Waqt guzarta gaya aur old memories yaad aayi ki wajah se jazbaat mein aana badhti gayi.","['hairani', 'jazbaat mein aana']","hairani 😮, jazbaat mein aana 🥺","{'hairani': 'kyunke unexpected result aaya', 'jazbaat mein aana': 'kyunke old memories yaad aayi'}"
"Mein yaadein satane lagi ke baare mein soch raha tha, is liye udaasi mehsoos hui. Mein kisi ka reply nahi aaya ke baare mein soch raha tha, is liye bechaini mehsoos hui.","['udaasi', 'bechaini']","udaasi 😞, bechaini 😟","{'udaasi': 'kyunke yaadein satane lagi', 'bechaini': 'kyunke kisi ka reply nahi aaya'}"
"khushi tab mehsoos hui jab mujhe promotion mil gaya. Mujhe lagta hai ke koi baar baar tang kar raha tha, aur is wajah se gussa ho rahi hai.","['khushi', 'gussa']","khushi 😊, gussa 😠","{'khushi': 'kyunke mujhe promotion mil gaya', 'gussa': 'kyunke koi baar baar tang kar raha tha'}"
"Jab se mera naam announce hua, mein hairani mehsoos kar raha hoon. network baar baar ja raha tha ke baad mera dil gussa se bhar gaya.","['hairani', 'gussa']","hairani 😮, gussa 😠","{'hairani': 'kyunke mera naam announce hua', 'gussa': 'kyunke network baar baar ja raha tha'}"
"Aaj mein mera naam announce hua, is liye mein hairani mehsoos kar raha hoon. Kal emotional gana suna tha, aur mujhe jazbaat mein aana ka ehsaas hua.","['hairani', 'jazbaat mein aana']","hairani 😮, jazbaat mein aana 🥺","{'hairani': 'kyunke mera naam announce hua', 'jazbaat mein aana': 'kyunke emotional gana suna'}"
gussa tab mehsoos hui jab koi baar baar tang kar raha tha.,['gussa'],gussa 😠,{'gussa': 'kyunke koi baar baar tang kar raha tha'}
"Jab se dost ne baat karna chhor diya, mein udaasi mehsoos kar raha hoon.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke dost ne baat karna chhor diya'}
"Mujhe lagta hai ke birthday par sab ne wish kiya, aur is wajah se khushi ho rahi hai. Pehli baar kisi ne pyar bhari baat ki aur uss lamhe mein mujhe mohabbat mehsoos hui.","['khushi', 'mohabbat']","khushi 😊, mohabbat ❤️","{'khushi': 'kyunke birthday par sab ne wish kiya', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
"Waqt guzarta gaya aur interview tha ki wajah se ghabrahat badhti gayi. Mein mera naam announce hua ke baare mein soch raha tha, is liye hairani mehsoos hui.","['ghabrahat', 'hairani']","ghabrahat 😰, hairani 😮","{'ghabrahat': 'kyunke interview tha', 'hairani': 'kyunke mera naam announce hua'}"
"traffic bohat tha ke baad mera dil gussa se bhar gaya. Mein support system strong hai ke baare mein soch raha tha, is liye umeed mehsoos hui.","['gussa', 'umeed']","gussa 😠, umeed 🌈","{'gussa': 'kyunke traffic bohat tha', 'umeed': 'kyunke support system strong hai'}"
"raat bhar neend nahi aayi ke baad mera dil bechaini se bhar gaya. Mein dost achanak mil gaya ke baare mein soch raha tha, is liye hairani mehsoos hui.","['bechaini', 'hairani']","bechaini 😟, hairani 😮","{'bechaini': 'kyunke raat bhar neend nahi aayi', 'hairani': 'kyunke dost achanak mil gaya'}"
mohabbat tab mehsoos hui jab kisi ne pyar bhari baat ki. gussa tab mehsoos hui jab koi baar baar tang kar raha tha.,"['mohabbat', 'gussa']","mohabbat ❤️, gussa 😠","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'gussa': 'kyunke koi baar baar tang kar raha tha'}"
Pehli baar purani diary mili aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui. mera dost mujh se naraz hogaya ke baad mera dil gham se bhar gaya.,"['jazbaat mein aana', 'gham']","jazbaat mein aana 🥺, gham 😢","{'jazbaat mein aana': 'kyunke purani diary mili', 'gham': 'kyunke mera dost mujh se naraz hogaya'}"
"Waqt guzarta gaya aur koi baar baar tang kar raha tha ki wajah se gussa badhti gayi. Mujhe lagta hai ke best friend ne city chhor di, aur is wajah se gham ho rahi hai.","['gussa', 'gham']","gussa 😠, gham 😢","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'gham': 'kyunke best friend ne city chhor di'}"
"Kal result ka intezar tha tha, aur mujhe ghabrahat ka ehsaas hua. Jab se uski aankhon mein kuch baat thi, mein mohabbat mehsoos kar raha hoon.","['ghabrahat', 'mohabbat']","ghabrahat 😰, mohabbat ❤️","{'ghabrahat': 'kyunke result ka intezar tha', 'mohabbat': 'kyunke uski aankhon mein kuch baat thi'}"
"Mein birthday par sab ne wish kiya ke baare mein soch raha tha, is liye khushi mehsoos hui.",['khushi'],khushi 😊,{'khushi': 'kyunke birthday par sab ne wish kiya'}
Waqt guzarta gaya aur mehnat ki hai ki wajah se umeed badhti gayi.,['umeed'],umeed 🌈,{'umeed': 'kyunke mehnat ki hai'}
"Jab se uski aankhon mein kuch baat thi, mein mohabbat mehsoos kar raha hoon.",['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke uski aankhon mein kuch baat thi'}
"Aaj mein raat bhar neend nahi aayi, is liye mein bechaini mehsoos kar raha hoon. hairani tab mehsoos hui jab mera naam announce hua.","['bechaini', 'hairani']","bechaini 😟, hairani 😮","{'bechaini': 'kyunke raat bhar neend nahi aayi', 'hairani': 'kyunke mera naam announce hua'}"
"Pehli baar mera phone kho gaya aur uss lamhe mein mujhe gham mehsoos hui. Mujhe lagta hai ke interview tha, aur is wajah se ghabrahat ho rahi hai.","['gham', 'ghabrahat']","gham 😢, ghabrahat 😰","{'gham': 'kyunke mera phone kho gaya', 'ghabrahat': 'kyunke interview tha'}"
"Kal raat bhar neend nahi aayi tha, aur mujhe bechaini ka ehsaas hua.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke raat bhar neend nahi aayi'}
"Jab se kisi ne jhoot bola, mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
Waqt guzarta gaya aur kisi ne jhoot bola ki wajah se gussa badhti gayi.,['gussa'],gussa 😠,{'gussa': 'kyunke kisi ne jhoot bola'}
Pehli baar kisi ne pyar bhari baat ki aur uss lamhe mein mujhe mohabbat mehsoos hui. Pehli baar naye logon se milna tha aur uss lamhe mein mujhe ghabrahat mehsoos hui.,"['mohabbat', 'ghabrahat']","mohabbat ❤️, ghabrahat 😰","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'ghabrahat': 'kyunke naye logon se milna tha'}"
"Aaj mein unexpected result aaya, is liye mein hairani mehsoos kar raha hoon.",['hairani'],hairani 😮,{'hairani': 'kyunke unexpected result aaya'}
udaasi tab mehsoos hui jab yaadein satane lagi.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke yaadein satane lagi'}
Pehli baar purani diary mili aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
"Aaj mein purani diary mili, is liye mein jazbaat mein aana mehsoos kar raha hoon. Mein akela mehsoos kar raha tha ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['jazbaat mein aana', 'udaasi']","jazbaat mein aana 🥺, udaasi 😞","{'jazbaat mein aana': 'kyunke purani diary mili', 'udaasi': 'kyunke akela mehsoos kar raha tha'}"
"mohabbat tab mehsoos hui jab dil uski taraf khinchta hai. Jab se koi baar baar tang kar raha tha, mein gussa mehsoos kar raha hoon.","['mohabbat', 'gussa']","mohabbat ❤️, gussa 😠","{'mohabbat': 'kyunke dil uski taraf khinchta hai', 'gussa': 'kyunke koi baar baar tang kar raha tha'}"
mujhe kuch samaj nahi aa raha tha ke baad mera dil bechaini se bhar gaya.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha'}
"gham tab mehsoos hui jab kisi ne bura kaha. Jab se akela mehsoos kar raha tha, mein udaasi mehsoos kar raha hoon.","['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke kisi ne bura kaha', 'udaasi': 'kyunke akela mehsoos kar raha tha'}"
purani diary mili ke baad mera dil jazbaat mein aana se bhar gaya. mera result acha aaya ke baad mera dil khushi se bhar gaya.,"['jazbaat mein aana', 'khushi']","jazbaat mein aana 🥺, khushi 😊","{'jazbaat mein aana': 'kyunke purani diary mili', 'khushi': 'kyunke mera result acha aaya'}"
"Jab se support system strong hai, mein umeed mehsoos kar raha hoon. Pehli baar dost achanak mil gaya aur uss lamhe mein mujhe hairani mehsoos hui.","['umeed', 'hairani']","umeed 🌈, hairani 😮","{'umeed': 'kyunke support system strong hai', 'hairani': 'kyunke dost achanak mil gaya'}"
naye moka mila ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"Pehli baar mera naam announce hua aur uss lamhe mein mujhe hairani mehsoos hui. Jab se koi baar baar tang kar raha tha, mein gussa mehsoos kar raha hoon.","['hairani', 'gussa']","hairani 😮, gussa 😠","{'hairani': 'kyunke mera naam announce hua', 'gussa': 'kyunke koi baar baar tang kar raha tha'}"
"Aaj mein meri dost se mulaqat hui, is liye mein khushi mehsoos kar raha hoon. Mein emotional gana suna ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui.","['khushi', 'jazbaat mein aana']","khushi 😊, jazbaat mein aana 🥺","{'khushi': 'kyunke meri dost se mulaqat hui', 'jazbaat mein aana': 'kyunke emotional gana suna'}"
"Aaj mein result ka intezar tha, is liye mein ghabrahat mehsoos kar raha hoon. Pehli baar unexpected result aaya aur uss lamhe mein mujhe hairani mehsoos hui.","['ghabrahat', 'hairani']","ghabrahat 😰, hairani 😮","{'ghabrahat': 'kyunke result ka intezar tha', 'hairani': 'kyunke unexpected result aaya'}"
udaasi tab mehsoos hui jab yaadein satane lagi.,['udaasi'],udaasi 😞,{'udaasi': 'kyunke yaadein satane lagi'}
Waqt guzarta gaya aur mera phone kho gaya ki wajah se gham badhti gayi.,['gham'],gham 😢,{'gham': 'kyunke mera phone kho gaya'}
"Kal kisi ka reply nahi aaya tha, aur mujhe bechaini ka ehsaas hua.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke kisi ka reply nahi aaya'}
"Kal kisi ne bura kaha tha, aur mujhe gham ka ehsaas hua.",['gham'],gham 😢,{'gham': 'kyunke kisi ne bura kaha'}
"Jab se unexpected result aaya, mein hairani mehsoos kar raha hoon. Pehli baar mein ne apna goal achieve kiya aur uss lamhe mein mujhe khushi mehsoos hui.","['hairani', 'khushi']","hairani 😮, khushi 😊","{'hairani': 'kyunke unexpected result aaya', 'khushi': 'kyunke mein ne apna goal achieve kiya'}"
"Kal dil uski taraf khinchta hai tha, aur mujhe mohabbat ka ehsaas hua. Waqt guzarta gaya aur interview tha ki wajah se ghabrahat badhti gayi.","['mohabbat', 'ghabrahat']","mohabbat ❤️, ghabrahat 😰","{'mohabbat': 'kyunke dil uski taraf khinchta hai', 'ghabrahat': 'kyunke interview tha'}"
